Weight,Height,Age,Gender,Goal,Activity_Level,Water_Intake(L),Protein_Intake(g),Diet_Plan,Food_Items
87.07554048492045,165.0481783473408,19,Female,Muscle Gain,Moderate,4.6,174.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
66.92966036303162,185.40860443226407,26,Male,Maintenance,Moderate,3.5,107.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
56.51719374641294,153.3675300734386,38,Male,Fat Loss,Moderate,3.0,67.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
112.80510305673288,179.10852300881368,41,Male,Muscle Gain,Sedentary,4.7,225.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
113.02926400143313,167.29415284764784,51,Female,Fat Loss,Sedentary,4.7,135.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
94.31710200912875,181.04577588837387,39,Male,Muscle Gain,Moderate,5.0,188.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
73.73208537340905,152.28710169062563,20,Female,Maintenance,Moderate,3.9,118.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
74.44467022288626,193.57684030761882,29,Male,Maintenance,Sedentary,3.1,119.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
100.81689752091675,198.67444845886985,45,Female,Fat Loss,Sedentary,4.2,121.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
112.79771819668039,198.44389276428458,47,Male,Maintenance,Sedentary,4.7,180.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
112.0960496985582,187.48259158714623,43,Male,Maintenance,Moderate,5.9,179.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
104.59128821003367,156.5043120065316,38,Male,Fat Loss,Moderate,5.5,125.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
94.94221523080014,187.9131597964511,45,Female,Muscle Gain,Active,6.6,189.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
55.889797549653416,151.22934582294008,43,Female,Maintenance,Sedentary,2.3,89.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
61.31400998662296,151.10617757644985,50,Male,Fat Loss,Moderate,3.2,73.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
112.89879319689555,166.18051095747705,38,Male,Maintenance,Sedentary,4.7,180.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
92.4500341761713,174.43215952023328,52,Male,Maintenance,Moderate,4.9,147.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
50.64379361316408,188.52037089038964,51,Female,Maintenance,Sedentary,2.1,81.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
57.103008000622246,184.16476883032527,58,Male,Maintenance,Moderate,3.0,91.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
96.4451238375639,172.29513531883742,35,Male,Fat Loss,Active,6.8,115.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
50.354310869235306,163.6813333140833,28,Male,Fat Loss,Active,3.5,60.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
61.256563599224904,199.85622500788554,40,Male,Fat Loss,Sedentary,2.6,73.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
88.41136525566102,171.30906511179865,39,Female,Maintenance,Moderate,4.6,141.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
98.43266383848854,172.56935121648377,34,Female,Maintenance,Moderate,5.2,157.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
95.63728816518204,158.18119105958345,22,Male,Maintenance,Sedentary,4.0,153.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
65.69885166223918,189.74047743749645,28,Male,Fat Loss,Moderate,3.4,78.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
99.8525454943275,184.68411128907442,47,Female,Maintenance,Sedentary,4.2,159.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
66.607436124776,161.03848063943803,32,Female,Muscle Gain,Moderate,3.5,133.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
72.77797887114875,154.11905228079215,44,Male,Maintenance,Sedentary,3.1,116.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
102.25439835826168,184.02496510373567,52,Female,Muscle Gain,Moderate,5.4,204.5,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
95.47430293330503,182.72556071405677,50,Female,Maintenance,Sedentary,4.0,152.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
109.44563873459245,163.66297634991048,37,Male,Fat Loss,Moderate,5.7,131.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
96.03290246102404,197.5431781125205,33,Female,Maintenance,Active,6.7,153.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
89.78160223348301,157.55289458904502,51,Female,Muscle Gain,Moderate,4.7,179.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
56.55723374796647,171.6167400521301,19,Male,Muscle Gain,Sedentary,2.4,113.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
75.74010621416035,197.18079600837996,52,Male,Maintenance,Active,5.3,121.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
68.56416573772078,170.98636584630611,57,Female,Muscle Gain,Moderate,3.6,137.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
67.07927503653585,181.9262973832043,45,Male,Muscle Gain,Active,4.7,134.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
118.11073883267119,169.8797198981397,56,Female,Fat Loss,Moderate,6.2,141.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
77.51684072667322,163.7107601174335,23,Male,Maintenance,Active,5.4,124.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
112.44325886239793,199.1988823979914,26,Female,Maintenance,Sedentary,4.7,179.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
94.1797038198084,170.46670031575215,37,Male,Maintenance,Moderate,4.9,150.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
105.6367912479154,194.70496018395673,18,Female,Muscle Gain,Moderate,5.5,211.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
85.18459651736345,161.49773029455432,25,Female,Maintenance,Sedentary,3.6,136.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
90.38327192384514,160.65523520125416,40,Female,Maintenance,Active,6.3,144.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
84.47623856732048,151.55670414422556,20,Male,Fat Loss,Sedentary,3.5,101.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
63.66700914586312,182.58334126879424,21,Male,Fat Loss,Sedentary,2.7,76.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
100.57164806830536,168.42631718618804,42,Female,Fat Loss,Active,7.0,120.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
69.65406537085991,193.21791249198185,55,Female,Muscle Gain,Sedentary,2.9,139.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
51.70211765020177,173.66049533457786,32,Male,Maintenance,Moderate,2.7,82.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
95.18306071350175,198.4096713957361,38,Male,Fat Loss,Moderate,5.0,114.2,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
62.39774755849343,159.27627578515606,52,Male,Fat Loss,Moderate,3.3,74.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
115.832100904704,193.43115839778054,31,Male,Fat Loss,Sedentary,4.9,139.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
116.77500039018112,188.82984263958707,53,Male,Maintenance,Moderate,6.1,186.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
114.0405073154314,188.5460922322026,29,Male,Maintenance,Moderate,6.0,182.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
75.9111090178811,192.23916140584438,34,Female,Maintenance,Moderate,4.0,121.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
51.08196315702072,188.05119954714993,56,Male,Muscle Gain,Moderate,2.7,102.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
114.98229938114078,181.31101608157076,26,Female,Muscle Gain,Moderate,6.0,230.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
79.972890382212,156.56224388411937,52,Male,Fat Loss,Moderate,4.2,96.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
117.66583733305687,151.6263089745626,30,Male,Maintenance,Sedentary,4.9,188.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
117.45339839624769,196.04239239078436,32,Female,Fat Loss,Moderate,6.2,140.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
109.71066188271521,180.8325157260369,35,Female,Maintenance,Moderate,5.8,175.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
70.611422444871,189.82686454880883,50,Male,Maintenance,Active,4.9,113.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
76.95684100213477,174.0761175756275,23,Female,Maintenance,Sedentary,3.2,123.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
109.57956700617999,155.86540944811972,44,Female,Muscle Gain,Sedentary,4.6,219.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
72.18454036093944,156.25928961012752,40,Female,Muscle Gain,Sedentary,3.0,144.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
61.864492268026474,184.27826436144858,44,Female,Maintenance,Sedentary,2.6,99.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
88.97608837208452,171.51529474497312,51,Male,Fat Loss,Moderate,4.7,106.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
115.53083419125467,160.02623633501685,55,Female,Maintenance,Moderate,6.1,184.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
98.7220857672481,174.57972733707186,31,Male,Maintenance,Active,6.9,158.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
89.90428190625555,153.2104468537567,53,Male,Fat Loss,Active,6.3,107.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
56.8023545639538,179.09857009571994,25,Male,Maintenance,Sedentary,2.4,90.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
93.05050586894188,163.44967022175487,52,Male,Fat Loss,Active,6.5,111.7,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
119.30376950729843,189.87795503185941,36,Female,Muscle Gain,Active,8.4,238.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
59.80588106655668,165.5180979461787,47,Female,Muscle Gain,Sedentary,2.5,119.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
86.28307566546158,172.76100745409005,31,Male,Fat Loss,Sedentary,3.6,103.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
111.41611503495687,150.58102699540504,37,Male,Muscle Gain,Active,7.8,222.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
101.85380324279431,153.62234438972794,42,Male,Muscle Gain,Moderate,5.3,203.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
98.79110186966875,169.62467782033423,57,Male,Fat Loss,Active,6.9,118.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
99.17388587909764,173.99694173585618,41,Female,Muscle Gain,Active,6.9,198.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
75.16438058538286,180.00102740596517,31,Male,Maintenance,Moderate,3.9,120.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
70.55142909851453,164.58312893546517,43,Female,Maintenance,Moderate,3.7,112.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
106.65528088349595,184.74909430632712,55,Male,Fat Loss,Sedentary,4.5,128.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
106.70793762754266,193.00611985946023,40,Male,Muscle Gain,Sedentary,4.5,213.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
110.69506230060726,188.99254944466747,39,Male,Maintenance,Active,7.7,177.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
113.92683867895299,151.98094126741785,36,Male,Maintenance,Moderate,6.0,182.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
85.79396792026564,174.02534736289144,20,Female,Muscle Gain,Sedentary,3.6,171.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
85.10614062810397,155.24650892090875,59,Female,Muscle Gain,Active,6.0,170.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
105.88066252767426,162.10225079312636,36,Female,Maintenance,Moderate,5.6,169.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
95.49747515444356,199.33312966335734,26,Male,Maintenance,Active,6.7,152.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
99.13768140803924,157.12477714507565,45,Male,Fat Loss,Sedentary,4.2,119.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
105.70548686052707,174.9444076725678,37,Female,Fat Loss,Sedentary,4.4,126.8,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
112.30037392722964,180.90778671590596,24,Female,Maintenance,Moderate,5.9,179.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
73.65966097960751,185.1232485272052,31,Male,Fat Loss,Active,5.2,88.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
76.29080668479608,177.9824341743457,26,Male,Maintenance,Moderate,4.0,122.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
56.57873578886083,150.48854237095918,36,Female,Maintenance,Sedentary,2.4,90.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
90.47960986973217,166.32306541219958,31,Male,Fat Loss,Sedentary,3.8,108.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
52.515959165771946,175.88558216923556,55,Male,Fat Loss,Active,3.7,63.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
82.59186126927221,154.39332495724167,53,Female,Muscle Gain,Active,5.8,165.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
87.98512442953037,167.53134656045904,57,Male,Muscle Gain,Active,6.2,176.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
70.05788764897991,151.66015543956834,34,Female,Muscle Gain,Moderate,3.7,140.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
91.35832823983075,153.92892485775104,47,Male,Maintenance,Active,6.4,146.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
52.13501749573346,169.84616381007982,26,Female,Fat Loss,Active,3.6,62.6,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
52.61437321244501,156.635787702153,50,Male,Maintenance,Sedentary,2.2,84.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
107.58203924617608,178.3770424130779,42,Female,Fat Loss,Sedentary,4.5,129.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
75.2133448987884,184.4732484568633,31,Female,Maintenance,Active,5.3,120.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
58.894235885631936,190.02933495545415,28,Female,Muscle Gain,Active,4.1,117.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
86.5570282038363,160.0075122122405,52,Female,Muscle Gain,Sedentary,3.6,173.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
103.89954871690276,158.37412911295348,58,Male,Muscle Gain,Active,7.3,207.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
65.10747192477902,155.22839201672002,31,Male,Maintenance,Moderate,3.4,104.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
93.60233330733001,181.82151247718184,47,Female,Fat Loss,Moderate,4.9,112.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
55.97432254956376,185.32378632434506,58,Male,Fat Loss,Moderate,2.9,67.2,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
53.617720481802536,151.5793072412821,21,Male,Muscle Gain,Active,3.8,107.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
87.19482420977036,196.8106123121845,21,Male,Muscle Gain,Sedentary,3.7,174.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
87.84445851270746,152.59856418257363,45,Male,Muscle Gain,Active,6.1,175.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
94.62009310487446,177.06481676505354,25,Male,Muscle Gain,Active,6.6,189.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
100.82639336058631,185.45302597254582,19,Female,Fat Loss,Sedentary,4.2,121.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
118.30964556237743,193.54845618730428,58,Female,Maintenance,Sedentary,5.0,189.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
86.14102438108367,185.70434660662139,39,Female,Maintenance,Sedentary,3.6,137.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
72.60695310588721,190.08640415348958,58,Female,Maintenance,Moderate,3.8,116.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
105.66303363380925,166.9725096271403,33,Male,Maintenance,Active,7.4,169.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
68.95825758834519,190.7412556873256,46,Male,Muscle Gain,Sedentary,2.9,137.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
80.72799944939453,154.00574231923375,47,Female,Muscle Gain,Active,5.7,161.5,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
55.49194669395862,194.74083280302636,29,Male,Muscle Gain,Moderate,2.9,111.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
51.774552039082025,177.37961880768682,52,Male,Maintenance,Moderate,2.7,82.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
117.38538902745475,190.86488849812469,28,Female,Muscle Gain,Sedentary,4.9,234.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
108.51860843585442,172.615914225915,38,Male,Muscle Gain,Sedentary,4.6,217.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
98.71819442655885,182.17888475982625,38,Female,Fat Loss,Active,6.9,118.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
78.62670610899889,176.32013304680567,22,Female,Fat Loss,Sedentary,3.3,94.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
62.130602404959205,186.57947608776658,37,Male,Muscle Gain,Active,4.3,124.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
60.95059298697602,154.0814991015295,54,Male,Fat Loss,Sedentary,2.6,73.1,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
67.51700287152167,153.0176041995282,20,Female,Fat Loss,Active,4.7,81.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
88.44586652942843,162.35516170050732,50,Female,Muscle Gain,Active,6.2,176.9,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
100.02171458900436,157.97723400565943,26,Male,Muscle Gain,Active,7.0,200.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
96.21381637024119,193.5891783296101,26,Female,Muscle Gain,Active,6.7,192.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
69.595372786216,160.9606993679022,21,Female,Muscle Gain,Moderate,3.7,139.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
116.84056964642359,198.79326279095656,52,Female,Maintenance,Active,8.2,186.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
101.65278416870379,166.84478958855533,34,Male,Maintenance,Sedentary,4.3,162.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
88.80478367579805,159.10589578443495,51,Female,Muscle Gain,Moderate,4.7,177.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
92.82045223640466,189.48492535712396,41,Male,Fat Loss,Moderate,4.9,111.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
79.3720043699453,182.9353887750438,49,Female,Muscle Gain,Active,5.6,158.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
67.34116926508102,174.90978582265694,18,Male,Muscle Gain,Moderate,3.5,134.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
74.91808750558832,177.76817754688156,25,Female,Fat Loss,Active,5.2,89.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
103.04922773250584,185.9600889136132,40,Male,Maintenance,Sedentary,4.3,164.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
51.00754420408291,161.42273706656493,57,Male,Muscle Gain,Active,3.6,102.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
58.12508483548414,199.8166958028371,29,Male,Muscle Gain,Moderate,3.1,116.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
53.22018494152269,198.73965810733915,29,Female,Maintenance,Sedentary,2.2,85.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
52.85101616232791,182.51628431734684,32,Female,Maintenance,Active,3.7,84.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
109.8822408807705,159.97712254645725,58,Female,Fat Loss,Sedentary,4.6,131.9,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
99.25605015660166,184.01141212156458,36,Male,Maintenance,Sedentary,4.2,158.8,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
83.19216803611276,153.6099204489588,43,Female,Maintenance,Moderate,4.4,133.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
56.848391245570106,151.5326251102903,46,Male,Maintenance,Sedentary,2.4,91.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
84.41311125817826,162.8841444255607,39,Female,Fat Loss,Moderate,4.4,101.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
83.1430239546396,173.13114783696582,57,Male,Maintenance,Sedentary,3.5,133.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
62.124130893701064,193.41362527041903,38,Male,Maintenance,Active,4.3,99.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
80.36961544665812,186.3584534883154,55,Male,Fat Loss,Sedentary,3.4,96.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
77.89533140781614,187.13532605999904,37,Female,Maintenance,Active,5.5,124.6,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
93.10950686365516,171.27466672240377,46,Female,Maintenance,Active,6.5,149.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
94.45655556073507,167.29674962734813,21,Female,Fat Loss,Sedentary,4.0,113.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
53.17128068404312,168.55193814923012,24,Male,Muscle Gain,Active,3.7,106.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
76.22288302385299,199.3824781868029,45,Male,Fat Loss,Sedentary,3.2,91.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
93.81019409999655,152.0054595706241,45,Female,Maintenance,Sedentary,3.9,150.1,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
85.21953810060614,193.35157480612241,21,Female,Maintenance,Active,6.0,136.4,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
109.95428888318256,178.93377042861968,39,Female,Maintenance,Active,7.7,175.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
96.10855421332616,171.93077095947953,29,Male,Fat Loss,Moderate,5.0,115.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
61.405409895700075,186.26288302075682,20,Male,Maintenance,Active,4.3,98.2,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
54.93981231803009,174.33344707123513,39,Male,Maintenance,Moderate,2.9,87.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
94.96934947444208,193.67116190408302,19,Male,Fat Loss,Active,6.6,114.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
51.85579173791353,195.03509320056293,41,Male,Muscle Gain,Sedentary,2.2,103.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
91.00429068914244,171.08604634367276,51,Female,Muscle Gain,Active,6.4,182.0,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
115.81611689974703,163.8413898617526,44,Male,Maintenance,Sedentary,4.9,185.3,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
90.28319245131152,179.61751642966811,58,Male,Fat Loss,Sedentary,3.8,108.3,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
77.17189483445654,195.61816728083454,18,Male,Maintenance,Sedentary,3.2,123.5,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
95.03017529096472,160.53310945028332,25,Male,Fat Loss,Moderate,5.0,114.0,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
82.07770233440615,181.14832917817415,40,Male,Fat Loss,Active,5.7,98.5,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
88.19317525211545,181.57801100462603,55,Female,Muscle Gain,Sedentary,3.7,176.4,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
115.90253661435676,186.65565112076405,23,Male,Muscle Gain,Sedentary,4.9,231.8,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
77.0271846460542,156.578384256363,39,Male,Fat Loss,Moderate,4.0,92.4,"Low Carb, High Protein","Chicken Breast, Broccoli, Almonds"
117.283339467674,185.79124823410444,42,Male,Maintenance,Active,8.2,187.7,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
113.37454493692447,195.45162603328205,35,Female,Muscle Gain,Active,7.9,226.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
63.70537943525075,158.9841554435121,34,Female,Maintenance,Moderate,3.3,101.9,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
54.85529106126158,161.8771662461939,29,Female,Muscle Gain,Moderate,2.9,109.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
57.05446009641987,198.56975470208198,23,Male,Muscle Gain,Active,4.0,114.1,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
51.27552779560848,159.0488476354745,43,Female,Maintenance,Moderate,2.7,82.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
56.61100725291499,192.71925466847895,44,Male,Muscle Gain,Active,4.0,113.2,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
97.81047413914499,174.61389282240174,25,Male,Muscle Gain,Active,6.8,195.6,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
54.98320539221603,162.36155372015884,36,Female,Maintenance,Sedentary,2.3,88.0,Balanced Diet,"Quinoa, Mixed Vegetables, Yogurt"
72.3282941205633,193.53749506362556,59,Male,Muscle Gain,Sedentary,3.0,144.7,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
109.14127176786181,172.26526275013327,18,Male,Muscle Gain,Active,7.6,218.3,"High Protein, Moderate Carb","Eggs, Brown Rice, Sweet Potato"
